Buffer,dwt2d-1,dwt2d-2,sha256+xor1,sha512+xor2,aes_encrypt,_se_encrypt,encrypt
128,9.469109280000062,6.47520292199997,1.2198012110000114,2.039726644000005,2.1002609090000104,130.9332107769997,133.176694822
640,2.4268715390000017,0.6480563069999999,0.40358101299999966,1.2261275479999998,0.40973474199999993,6.061846048000005,7.766162303
1152,2.5792173730000005,0.5913564050000003,0.3795713540000001,1.536537888999999,0.29691793899999985,6.503910442,8.177237204
1664,3.534160273000001,0.6002741940000003,0.36345014699999995,1.4574560890000001,0.2727774290000001,7.307334154,8.978447384
2176,6.312764992000002,0.618466105,0.35785855600000005,1.4545580059999996,0.27099097200000005,10.087916633,12.992031716
2688,11.638262117,0.6881652760000001,0.3536067970000001,1.4786064629999998,0.27024352100000004,15.511879569000001,17.174277082
3200,13.079915087999996,0.835789621,0.35580159600000005,1.49067132,0.273214199,17.08756518,19.489094038
3712,13.715950629000002,1.017860862,0.35357029000000006,1.5028376030000001,0.273997753,17.889969326,19.556911078
4224,15.670118809000002,1.617632052,0.36616211,1.5877681370000003,0.284694034,20.562993633,22.242386004
4736,15.151329342,2.224773071,0.342186219,1.514638331,0.26176133700000004,20.455929014000002,22.101635351
5248,15.646620712000002,3.02122003,0.3455649640000001,1.554332133,0.265961382,21.836300277999996,23.663988968
5760,17.638197134000002,3.871042386,0.37575558900000006,1.6681410659999998,0.286723398,24.984986241,26.895698441
6272,16.597013698,3.5031330930000006,0.36242951300000004,1.612275768,0.265745518,23.383757220000003,25.020730849
6784,17.627895475,3.6726852340000002,0.40154589100000004,2.189100163,0.262775643,25.488430401,27.421052227
7296,19.979187341,4.146383681,0.42175571800000006,2.680561301,0.30628614200000004,29.065160092,31.289536887
7808,20.687554099,4.081875161000001,0.438567099,2.2288182830000003,0.303261771,29.163567725,31.119733317
